condition,drug,indication,type,reviews,effectiveness,ease_of_use,satisfaction,effectiveness_cat,ease_of_use_cat,satisfaction_cat,performance,weighted_performance,disease_class,review_category
Infantile Autism,Risperidone,On Label,RX,18,2.0,2.4,1.4,low,low,Very Low,1.9333333333333336,1.96,Developmental,high
Infantile Autism,Paliperidone,Off Label,RX,16,4.75,4.75,4.75,high,high,Very High,4.75,4.75,Developmental,medium
Infantile Autism,Aripiprazole,On Label,RX,11,2.4,2.6,2.4,low,low,Low,2.466666666666667,2.44,Developmental,medium
Influenza,Oseltamivir,On Label,RX,383,3.53,3.81,3.13,medium,medium,Medium,3.4899999999999998,3.506,Infectious Disease,high
Influenza,Zanamivir,On Label,RX,19,3.25,3.69,3.0,medium,medium,Low,3.313333333333333,3.288,Infectious Disease,high
Influenza,Zanamivir,On Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Meniere'S Disease,Dimenhydrinate,Off Label,OTC,24,3.67,4.67,3.67,medium,high,High,4.003333333333333,3.87,Neurological,high
Meniere'S Disease,Dimenhydrinate,Off Label,OTC,6,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Neurological,medium
Meniere'S Disease,Dimenhydrinate,Off Label,OTC,4,5.0,5.0,1.0,high,high,Very Low,3.6666666666666665,4.2,Neurological,medium
Meniere'S Disease,Dimenhydrinate,Off Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Neurological,low
Meniere'S Disease,Dimenhydrinate,Off Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Neurological,low
Meniere'S Disease,Dimenhydrinate,Off Label,OTC,1,3.0,5.0,2.0,low,high,Very Low,3.3333333333333335,3.1999999999999997,Neurological,low
Oral Candidiasis,Fluconazole,On Label,RX,225,3.32,4.41,2.97,medium,high,Low,3.566666666666667,3.468,Infectious Disease,high
Oral Candidiasis,Fluconazole,On Label,RX,168,3.88,4.42,3.47,medium,high,Medium,3.923333333333334,3.9059999999999997,Infectious Disease,high
Oral Candidiasis,Nystatin,On Label,RX,124,2.73,3.68,2.52,low,medium,Low,2.9766666666666666,2.878,Infectious Disease,high
Oral Candidiasis,Clotrimazole,On Label,RX,26,2.45,3.41,2.5,low,medium,Low,2.7866666666666666,2.652,Infectious Disease,high
Oral Candidiasis,Clotrimazole,On Label,RX,10,3.0,4.71,3.14,low,high,Medium,3.6166666666666667,3.37,Infectious Disease,medium
Oral Candidiasis,Nystatin,On Label,RX,4,4.5,4.5,4.0,high,high,High,4.333333333333333,4.3999999999999995,Infectious Disease,medium
Oral Candidiasis,Nystatin,On Label,RX,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Oral Candidiasis,Nystatin,On Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Oral Candidiasis,Nystatin,On Label,RX,1,2.0,2.0,1.0,low,low,Very Low,1.6666666666666667,1.8,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Azithromycin,On Label,RX,584,3.21,4.01,2.57,medium,high,Low,3.263333333333333,3.242,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Amoxicillin,On Label,RX,353,3.04,3.37,2.34,medium,medium,Low,2.9166666666666665,2.9659999999999997,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Cephalexin,On Label,RX,348,2.93,3.47,2.24,low,medium,Low,2.8800000000000003,2.9,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Cefdinir,On Label,RX,285,2.36,3.35,1.85,low,medium,Very Low,2.52,2.456,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Cephalexin,On Label,RX,257,2.85,3.14,2.18,low,medium,Low,2.723333333333333,2.774,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Clarithromycin,On Label,RX,233,3.45,3.23,2.63,medium,medium,Low,3.103333333333333,3.242,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Clarithromycin,On Label,RX,222,3.0,3.4,2.18,low,medium,Low,2.86,2.916,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Cefuroxime Axetil,On Label,RX,156,3.15,3.06,2.33,medium,medium,Low,2.8466666666666662,2.968,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Azithromycin,On Label,RX,145,3.52,4.0,2.93,medium,medium,Low,3.483333333333333,3.498,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Cefdinir,On Label,RX,125,2.36,3.78,1.69,low,medium,Very Low,2.61,2.51,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Cefuroxime Axetil,On Label,RX,97,3.23,3.62,2.85,medium,medium,Low,3.233333333333333,3.232,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Azithromycin,On Label,RX,87,3.56,3.94,2.13,medium,medium,Low,3.2099999999999995,3.3500000000000005,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Penicillin V Potassium,On Label,RX,84,3.18,3.61,2.82,medium,medium,Low,3.203333333333333,3.194,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin,On Label,RX,72,2.11,2.79,1.32,low,low,Very Low,2.0733333333333337,2.088,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Cefixime,On Label,RX,47,2.73,3.09,1.45,low,medium,Very Low,2.4233333333333333,2.546,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Cefprozil,On Label,RX,37,2.75,1.88,2.0,low,low,Very Low,2.21,2.4259999999999997,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Cefadroxil,On Label,RX,26,2.64,3.36,2.07,low,medium,Low,2.69,2.6700000000000004,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Penicillin G Benzathine,On Label,RX,25,4.07,3.71,3.64,high,medium,High,3.8066666666666666,3.9120000000000004,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Amoxicillin,On Label,RX,20,3.4,4.7,3.2,medium,high,Medium,3.766666666666667,3.62,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin,On Label,RX,19,3.8,4.0,3.4,medium,medium,Medium,3.733333333333333,3.7600000000000002,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Cefprozil,On Label,RX,19,2.0,4.33,1.33,low,high,Very Low,2.5533333333333332,2.332,Infectious Disease,high
Pharyngitis Due To Streptococcus Pyogenes,Cefditoren Pivoxil,On Label,RX,17,3.13,3.75,2.63,medium,medium,Low,3.17,3.154,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Cefpodoxime,On Label,RX,15,2.67,4.33,2.33,low,high,Low,3.11,2.934,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Cefaclor,On Label,RX,13,3.33,4.0,2.17,medium,medium,Low,3.1666666666666665,3.232,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin Stearate,On Label,RX,12,3.0,2.8,2.2,low,low,Low,2.6666666666666665,2.8,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Cefadroxil,On Label,RX,11,2.25,2.25,1.88,low,low,Very Low,2.1266666666666665,2.1759999999999997,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,11,3.25,2.75,3.0,medium,low,Low,3.0,3.1,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Penicillin G Benzathine,On Label,RX,11,2.8,1.8,2.4,low,low,Low,2.3333333333333335,2.52,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Amoxicillin,On Label,RX,11,2.33,3.67,3.0,low,medium,Low,3.0,2.7319999999999998,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Cefixime,On Label,RX,7,4.5,4.0,4.5,high,medium,Very High,4.333333333333333,4.4,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Amoxicillin,On Label,RX,5,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,"Penicillin G Benzathin,Procain",On Label,RX,5,2.67,2.67,2.33,low,low,Low,2.5566666666666666,2.6020000000000003,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Azithromycin,On Label,RX,5,2.5,3.5,1.0,low,medium,Very Low,2.3333333333333335,2.4000000000000004,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin Stearate,On Label,RX,4,5.0,4.0,5.0,high,medium,Very High,4.666666666666667,4.8,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,3,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,medium
Pharyngitis Due To Streptococcus Pyogenes,Penicillin V Potassium,On Label,RX,2,4.0,3.0,2.0,medium,low,Very Low,3.0,3.4,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Penicillin V Potassium,On Label,RX,2,2.0,2.0,3.0,low,low,Low,2.3333333333333335,2.2,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,2,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Cefditoren Pivoxil,On Label,RX,1,4.0,4.0,2.0,medium,medium,Very Low,3.3333333333333335,3.6,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin Stearate,On Label,RX,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Amoxicillin,On Label,RX,1,4.0,4.0,5.0,medium,medium,Very High,4.333333333333333,4.2,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Penicillin V Potassium,On Label,RX,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Cephalexin,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Amoxicillin,On Label,RX,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Cephalexin,On Label,RX,1,2.0,5.0,1.0,low,high,Very Low,2.6666666666666665,2.4000000000000004,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Amoxicillin,On Label,RX,1,5.0,1.0,1.0,high,low,Very Low,2.3333333333333335,3.4000000000000004,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin,On Label,RX,1,5.0,2.0,4.0,high,low,High,3.6666666666666665,4.2,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Cefaclor,On Label,RX,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Infectious Disease,low
Pharyngitis Due To Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,1,5.0,4.0,5.0,high,medium,Very High,4.666666666666667,4.8,Infectious Disease,low
Prevention Of Cerebrovascular Accident,Simvastatin,On Label,RX,1028,3.06,3.83,2.14,medium,medium,Low,3.0100000000000002,3.03,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Atorvastatin,On Label,RX,995,3.33,3.84,2.45,medium,medium,Low,3.206666666666667,3.2560000000000002,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Rosuvastatin,On Label,RX,766,3.26,3.82,2.22,medium,medium,Low,3.1,3.1639999999999997,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Simvastatin,On Label,RX,584,3.14,3.8,2.34,medium,medium,Low,3.0933333333333333,3.112,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Pravastatin,On Label,RX,534,2.85,3.66,2.07,low,medium,Low,2.86,2.8560000000000003,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Telmisartan,On Label,RX,176,3.69,3.89,3.17,medium,medium,Medium,3.5833333333333335,3.626,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Lovastatin,Off Label,RX,168,2.82,3.71,2.18,low,medium,Low,2.903333333333333,2.87,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Atorvastatin,On Label,RX,160,3.38,3.8,2.55,medium,medium,Low,3.2433333333333336,3.298,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Ramipril,On Label,RX,156,3.92,4.43,3.5,medium,high,Medium,3.9499999999999997,3.938,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Pravastatin,On Label,RX,114,2.75,3.74,1.98,low,medium,Very Low,2.8233333333333337,2.794,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Aspirin,On Label,RX/OTC,55,4.27,4.64,4.55,high,high,Very High,4.486666666666667,4.3999999999999995,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Amlodipine-Atorvastatin,On Label,RX,45,3.56,4.25,3.38,medium,high,Medium,3.7300000000000004,3.6620000000000004,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Evolocumab,On Label,RX,43,3.79,3.79,2.42,medium,medium,Low,3.3333333333333335,3.516,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Rosuvastatin,On Label,RX,38,3.2,4.25,2.9,medium,high,Low,3.4499999999999997,3.35,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Telmisartan,On Label,RX,33,3.61,3.77,3.16,medium,medium,Medium,3.513333333333333,3.552,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Lovastatin,Off Label,RX,25,3.25,4.31,2.88,medium,high,Low,3.48,3.388,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Fluvastatin,Off Label,RX,19,3.71,4.36,3.21,medium,high,Medium,3.7600000000000002,3.7399999999999998,Cardiovascular,high
Prevention Of Cerebrovascular Accident,Fluvastatin,Off Label,RX,15,2.8,3.8,2.7,low,medium,Low,3.1,2.98,Cardiovascular,medium
Prevention Of Cerebrovascular Accident,Amlodipine-Atorvastatin,On Label,RX,7,4.0,4.0,3.75,medium,medium,High,3.9166666666666665,3.95,Cardiovascular,medium
Prevention Of Cerebrovascular Accident,Aspirin,On Label,OTC,5,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Cardiovascular,medium
Prevention Of Cerebrovascular Accident,Aspirin,On Label,OTC,4,2.0,3.0,1.0,low,low,Very Low,2.0,2.0,Cardiovascular,medium
Prevention Of Cerebrovascular Accident,Aspirin,On Label,OTC,3,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Cardiovascular,medium
Prevention Of Cerebrovascular Accident,Lovastatin,Off Label,RX,3,3.5,3.5,4.0,medium,medium,High,3.6666666666666665,3.6000000000000005,Cardiovascular,medium
Prevention Of Cerebrovascular Accident,Fluvastatin,Off Label,RX,3,4.5,5.0,3.5,high,high,Medium,4.333333333333333,4.3999999999999995,Cardiovascular,medium
Prevention Of Cerebrovascular Accident,Aspirin,On Label,OTC,2,2.0,4.0,3.0,low,medium,Low,3.0,2.6,Cardiovascular,low
Prevention Of Cerebrovascular Accident,Evolocumab,On Label,RX,2,4.5,4.5,4.0,high,high,High,4.333333333333333,4.3999999999999995,Cardiovascular,low
Prevention Of Cerebrovascular Accident,Evolocumab,On Label,RX,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,low
Prevention Of Cerebrovascular Accident,Aspirin,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Cardiovascular,low
Prevention Of Cerebrovascular Accident,Aspirin,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Cardiovascular,low
Prevention Of Cerebrovascular Accident,Lovastatin,Off Label,RX,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Cardiovascular,low
Pyelonephritis,Levofloxacin,On Label,RX,994,2.52,3.01,1.84,low,medium,Very Low,2.4566666666666666,2.4819999999999998,Infectious Disease,high
Pyelonephritis,Levofloxacin,On Label,RX,361,2.44,2.96,1.68,low,low,Very Low,2.36,2.392,Infectious Disease,high
Pyelonephritis,Levofloxacin,On Label,RX,30,4.0,3.71,2.43,medium,medium,Low,3.3800000000000003,3.628,Infectious Disease,high
Pyelonephritis,Levofloxacin,On Label,RX,23,3.29,4.43,3.0,medium,high,Low,3.573333333333333,3.46,Infectious Disease,high
Pyelonephritis,Levofloxacin,On Label,RX,4,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,medium
Pyelonephritis,Levofloxacin In D5W,On Label,RX,4,1.0,3.0,1.0,low,low,Very Low,1.6666666666666667,1.4000000000000001,Infectious Disease,medium
Pyelonephritis,Levofloxacin In D5W,On Label,RX,2,2.0,4.0,1.0,low,medium,Very Low,2.3333333333333335,2.2,Infectious Disease,low
Scabies,Permethrin,On Label,RX/OTC,52,2.58,3.65,2.31,low,medium,Low,2.846666666666667,2.74,Infectious Disease,high
Scabies,Permethrin,On Label,RX,11,3.36,4.36,3.18,medium,high,Medium,3.6333333333333333,3.524,Infectious Disease,medium
Scabies,Crotamiton,On Label,RX,10,4.0,4.33,3.5,medium,high,Medium,3.9433333333333334,3.966,Infectious Disease,medium
Scabies,Lindane,On Label,RX,9,2.67,3.33,2.56,low,medium,Low,2.8533333333333335,2.78,Infectious Disease,medium
Scabies,Lindane,On Label,RX,3,3.0,4.0,3.0,low,medium,Low,3.3333333333333335,3.1999999999999997,Infectious Disease,medium
Scabies,Permethrin,On Label,RX,3,1.5,5.0,1.5,low,high,Very Low,2.6666666666666665,2.2,Infectious Disease,medium
Sleepiness Due To Obstructive Sleep Apnea,Modafinil,On Label,RX,584,4.32,4.73,4.17,high,high,High,4.406666666666667,4.372,Respiratory,high
Sleepiness Due To Obstructive Sleep Apnea,Armodafinil,On Label,RX,356,3.9,4.36,3.5,medium,high,Medium,3.92,3.912,Respiratory,high
Sleepiness Due To Obstructive Sleep Apnea,Modafinil,On Label,RX,84,3.97,4.56,3.72,medium,high,High,4.083333333333333,4.038,Respiratory,high
Sleepiness Due To Obstructive Sleep Apnea,Armodafinil,On Label,RX,9,4.0,4.0,3.75,medium,medium,High,3.9166666666666665,3.95,Respiratory,medium
Sore Throat,Chlorpheniram-DM-Acetaminophen,On Label,OTC,8,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,medium
Sore Throat,Dextromethorphan-Benzocaine,On Label,OTC,7,5.0,5.0,4.5,high,high,Very High,4.833333333333333,4.9,Infectious Disease,medium
Sore Throat,Doxylamine-DM-Acetaminophen,On Label,OTC,4,5.0,5.0,4.5,high,high,Very High,4.833333333333333,4.9,Infectious Disease,medium
Sore Throat,Doxylamine-DM-Acetaminophen,On Label,OTC,3,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Infectious Disease,medium
Sore Throat,Doxylamine-DM-Acetaminophen,On Label,OTC,3,1.0,4.33,1.0,low,high,Very Low,2.11,1.6660000000000001,Infectious Disease,medium
Sore Throat,Doxylamine-DM-Acetaminophen,On Label,OTC,3,2.0,1.0,1.0,low,low,Very Low,1.3333333333333333,1.5999999999999999,Infectious Disease,medium
Sore Throat,Benzocaine,On Label,OTC,2,3.0,4.5,2.5,low,high,Low,3.3333333333333335,3.1999999999999997,Infectious Disease,low
Sore Throat,Doxylamine-DM-Acetaminophen,On Label,OTC,2,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Sore Throat,Doxylamine-DM-Acetaminophen,On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Sore Throat,Doxylamine-DM-Acetaminophen,On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Sore Throat,Acetaminophen-DM,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Sore Throat,Acetaminophen-DM,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Sore Throat,Dextromethorphan-Benzocaine,On Label,OTC,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Infectious Disease,low
Sore Throat,Doxylamine-DM-Acetaminophen,On Label,OTC,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Infectious Disease,low
Sore Throat,Chlorpheniram-DM-Acetaminophen,On Label,OTC,1,3.0,5.0,2.0,low,high,Very Low,3.3333333333333335,3.1999999999999997,Infectious Disease,low
Sore Throat,Dextromethorphan-Benzocaine,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Sore Throat,DM-Benzocaine-Menthol,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Sore Throat,Doxylamine-DM-Acetaminophen,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Sore Throat,Acetaminophen-DM,On Label,OTC,1,2.0,5.0,3.0,low,high,Low,3.3333333333333335,2.8000000000000003,Infectious Disease,low
Sore Throat,Chlorpheniram-DM-Acetaminophen,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Vertigo,Diphenhydramine Hcl,On Label,OTC,190,4.13,4.62,4.02,high,high,High,4.256666666666667,4.2059999999999995,Neurological,high
Vertigo,Diphenhydramine Hcl,On Label,RX/OTC,188,3.83,4.41,3.5,medium,high,Medium,3.9133333333333336,3.8800000000000003,Neurological,high
Vertigo,Diphenhydramine Hcl,On Label,OTC,146,3.23,4.28,2.8,medium,high,Low,3.436666666666666,3.354,Neurological,high
Vertigo,Meclizine,On Label,RX,48,3.51,3.95,3.28,medium,medium,Medium,3.58,3.552,Neurological,high
Vertigo,Diphenhydramine Hcl,On Label,OTC,40,4.33,4.67,4.0,high,high,High,4.333333333333333,4.332,Neurological,high
Vertigo,Meclizine,On Label,RX,35,3.42,4.42,3.13,medium,high,Medium,3.6566666666666663,3.562,Neurological,high
Vertigo,Meclizine,On Label,OTC,29,3.8,4.2,3.5,medium,high,Medium,3.8333333333333335,3.8200000000000003,Neurological,high
Vertigo,Dimenhydrinate,On Label,OTC,24,3.67,4.67,3.67,medium,high,High,4.003333333333333,3.87,Neurological,high
Vertigo,Diphenhydramine Citrate,On Label,OTC,17,4.3,4.6,4.1,high,high,High,4.333333333333333,4.319999999999999,Neurological,medium
Vertigo,Diphenhydramine Hcl,On Label,OTC,17,4.25,4.56,4.19,high,high,High,4.333333333333333,4.3,Neurological,medium
Vertigo,Diphenhydramine Hcl,On Label,OTC,11,4.73,4.82,4.64,high,high,Very High,4.73,4.73,Neurological,medium
Vertigo,Diphenhydramine Hcl,On Label,OTC,11,4.33,5.0,4.33,high,high,High,4.553333333333334,4.464,Neurological,medium
Vertigo,Diphenhydramine Hcl,On Label,OTC,10,4.11,4.44,3.89,high,high,High,4.146666666666667,4.132,Neurological,medium
Vertigo,Diphenhydramine Hcl,On Label,OTC,9,3.38,4.88,3.38,medium,high,Medium,3.8800000000000003,3.68,Neurological,medium
Vertigo,Meclizine,On Label,OTC,8,5.0,5.0,4.5,high,high,Very High,4.833333333333333,4.9,Neurological,medium
Vertigo,Diphenhydramine Hcl,On Label,OTC,8,3.17,4.33,3.17,medium,high,Medium,3.5566666666666666,3.4019999999999997,Neurological,medium
